CreatedOn,Location,InquiryDate,InquirySource,ProspectStatus,ProspectDate,ApplicationStatus,ApplicationStartedDate,ApplicationCompletedDate,ApplicationSubmittedDate,ApplicationMovedtoERPDate,AdmitDate,EnrolledDate,AcademicLevelofInterest,academicProgramofInterest,AnticipatedEntryTerm,MarketingCampaign,MarketingMedium,MarketingSource
11/10/2016,Little Rock Metro,,,Prospect,11/10/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",(not set),(not set),
1/5/2017,Joint Base San Antonio/Randolph AFB,,,Prospect,1/5/2017,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
2/13/2017,Memphis Naval Support Activity,,,Prospect,2/13/2017,,,,,,,,Graduate,Human Resources Management,"Summer, 2017",(direct),(none),(direct)
2/13/2017,Online,,,Prospect,2/13/2017,,,,,,,,Graduate,Human Resources Management,"Summer, 2017",(not set),(not set),
6/2/2016,"Geneva, Switzerland",,,Prospect,6/2/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
6/2/2016,"Geneva, Switzerland",,,Prospect,6/2/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
6/15/2016,Columbia Metro,,,Prospect,6/15/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
6/20/2016,"Geneva, Switzerland",,,Prospect,6/20/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
6/20/2016,"Geneva, Switzerland",,,Prospect,6/20/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
7/14/2016,Greenville Metro,,,Prospect,7/14/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2016",,,
8/3/2016,Louisville Metro,,,Prospect,8/3/2016,,,,,,,,Graduate,Human Resources Management,"Spring II, 2016",,,
8/3/2016,Louisville Metro,,,Prospect,8/3/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2016",,,
8/3/2016,Louisville Metro,,,Prospect,8/3/2016,,,,,,,,Graduate,Human Resources Management,"Spring II, 2016",,,
8/3/2016,Louisville Metro,,,Prospect,8/3/2016,,,,,,,,Graduate,Human Resources Management,"Spring II, 2016",,,
8/4/2016,Louisville Metro,,,Prospect,8/4/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2016",,,
8/22/2016,Greenville Metro,,,Prospect,8/22/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/15/2016,"Geneva, Switzerland",,,Prospect,9/15/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
9/15/2016,Online,,,Prospect,9/15/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
10/20/2016,Columbia Metro,,,Prospect,1/9/2017,,,,,,,,Graduate,Human Resources Management,"Spring II, 2017",,,
10/20/2016,Columbia Metro,,,Prospect,10/20/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
10/25/2016,Columbia Metro,,,Prospect,10/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
11/30/2016,Memphis Naval Support Activity,,,Prospect,11/30/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
1/18/2017,Louisville Metro,,,Prospect,1/18/2017,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
2/15/2017,Greenville Metro,,,Prospect,2/15/2017,,,,,,,,Graduate,Human Resources Management,"Spring II, 2017",,,
6/16/2016,"Geneva, Switzerland",,,Prospect,6/16/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
6/27/2016,"Geneva, Switzerland",,,Prospect,6/27/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/9/2016,St. Louis Home Campus,,,Prospect,8/9/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
8/16/2016,Louisville Metro,,,Prospect,8/16/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2016",,,
8/17/2016,Columbia Metro,,,Prospect,8/17/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/8/2016,Greenville Metro,,,Prospect,9/8/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,9/13/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,9/13/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,10/5/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,9/13/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,9/13/2016,,,,,,,,Graduate,Human Resources Management,"Fall II, 2016",,,
9/13/2016,"Geneva, Switzerland",,,Prospect,9/13/2016,,,,,,,,Graduate,Human Resources Management,"Fall I, 2018",,,
9/14/2016,Greenville Metro,,,Prospect,9/14/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
11/28/2016,Columbia Metro,,,Prospect,11/28/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
11/29/2016,Luke AFB,,,Prospect,11/29/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
12/1/2016,Memphis Naval Support Activity,,,Prospect,12/1/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
12/1/2016,Jacksonville Naval Air Station,,,Prospect,12/1/2016,,,,,,,,Graduate,Human Resources Management,"Spring I, 2017",,,
2/6/2017,Greenville Metro,,,Prospect,2/6/2017,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
2/6/2017,Greenville Metro,,,Prospect,2/6/2017,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
2/6/2017,Greenville Metro,,,Prospect,2/6/2017,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
2/7/2017,Online,,,Prospect,2/7/2017,,,,,,,,Graduate,Human Resources Management,"Fall I, 2017",,,
6/27/2016,St. Louis Home Campus,6/27/2016,Online Application,Enrolled,6/27/2016,Exported to ERP,6/27/2016,6/30/2016,6/27/2016,,6/30/2016,7/19/2016,Graduate,International Business,"Fall I, 2016",(organic),organic,google
9/14/2016,St. Louis Home Campus,9/14/2016,Online Application,Application Started,9/14/2016,Started,9/14/2016,,,,,,Graduate,International Business,"Spring I, 2017",(organic),organic,google
9/16/2016,St. Louis Home Campus,9/16/2016,Online Application,Application Moved to ERP,9/16/2016,Exported to ERP,9/16/2016,9/19/2016,9/16/2016,9/20/2016,,,Graduate,International Business,"Fall II, 2017",(organic),organic,google
11/12/2016,St. Louis Home Campus,11/12/2016,Online Application,Admit,11/12/2016,Exported to ERP,11/12/2016,11/14/2016,11/12/2016,,11/14/2016,,Graduate,International Business,"Spring I, 2017",(not%20set),(not%20set),
12/21/2016,St. Louis Home Campus,12/21/2016,Online Application,Application Started,12/21/2016,Started,12/21/2016,,,,,,Graduate,International Business,"Fall I, 2017",(organic),organic,google
1/8/2017,St. Louis Home Campus,1/8/2017,Online Application,Application Started,1/8/2017,Started,1/8/2017,,,,,,Graduate,International Business,"Fall II, 2018",(referral),referral,webster.ac.at
2/2/2017,St. Louis Home Campus,2/2/2017,Online Application,Admit,2/2/2017,Exported to ERP,2/2/2017,2/8/2017,2/8/2017,,2/8/2017,,Graduate,International Business,"Fall I, 2017",(organic),organic,google
11/11/2016,St. Louis Home Campus,2/18/2017,"Web, Create Account",Application Submitted,2/18/2017,Started,2/18/2017,,2/18/2017,,,,Graduate,International Business,"Spring II, 2017",Graduate_ALL,Microsite,Microsite_Link
11/11/2016,St. Louis Home Campus,2/18/2017,"Web, Create Account",Application Submitted,2/18/2017,Submitted,2/18/2017,,2/18/2017,,,,Graduate,International Business,"Spring II, 2017",Graduate_ALL,Microsite,Microsite_Link
8/9/2016,St. Louis Home Campus,8/9/2016,"Web, Inquiry",Inquiry,8/9/2016,,,,,,,,Graduate,International Business,"Spring I, 2017",(referral),referral,webster.edu
9/15/2016,St. Louis Home Campus,9/15/2016,"Web, Inquiry",Inquiry,9/15/2016,,,,,,,,Graduate,International Business,"Spring I, 2017",(organic),organic,google
1/3/2017,St. Louis Home Campus,1/3/2017,"Web, Inquiry",Inquiry,1/3/2017,,,,,,,,Graduate,International Business,"Fall I, 2017",(organic),organic,bing
11/12/2016,"Leiden, the Netherlands",,,Prospect,11/12/2016,,,,,,,,Graduate,International Business,"Fall I, 2017",,,
12/25/2016,St. Louis Home Campus,12/25/2016,"Web, Inquiry",Inquiry,12/25/2016,,,,,,,,Graduate,International Human Rights,"Spring II, 2017",(direct),(none),(direct)
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,International Human Rights,"Fall I, 2017",,,
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,International Human Rights,"Fall I, 2017",,,
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,International Human Rights,"Fall I, 2017",,,
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,International Human Rights,"Fall I, 2017",,,
7/5/2016,"Geneva, Switzerland",7/5/2016,Online Application,Application Started,7/5/2016,Started,7/5/2016,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",(referral),referral,webster.ch
9/15/2016,"Geneva, Switzerland",9/15/2016,Online Application,Application Started,9/15/2016,Started,9/15/2016,,,,,,Graduate,International Nongovernmental Organizations,"Summer, 2017",(referral),referral,webster.ac.at
9/20/2016,"Geneva, Switzerland",9/20/2016,Online Application,Application Started,9/20/2016,Started,9/20/2016,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",(referral),referral,webster.ch
10/10/2016,"Geneva, Switzerland",10/10/2016,"Web, Create Account",Admit,10/10/2016,Exported to ERP,10/13/2016,1/23/2017,1/9/2017,,1/23/2017,,Graduate,International Nongovernmental Organizations,"Summer, 2017",,,
11/15/2016,"Geneva, Switzerland",11/15/2016,Online Application,Application Started,11/15/2016,Started,11/15/2016,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2017",,,
11/26/2016,"Geneva, Switzerland",11/26/2016,Online Application,Application Started,11/26/2016,Started,11/26/2016,,,,,,Graduate,International Nongovernmental Organizations,"Summer, 2017",(referral),referral,webster.edu.gh
12/7/2016,"Geneva, Switzerland",12/7/2016,Online Application,Application Started,12/7/2016,Started,12/7/2016,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",(referral),referral,webster.ac.th
1/6/2017,"Geneva, Switzerland",1/6/2017,Online Application,Application Submitted,1/6/2017,Submitted,1/6/2017,,1/6/2017,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(organic),organic,google
1/17/2017,"Geneva, Switzerland",1/17/2017,Online Application,Application Started,1/17/2017,Started,1/17/2017,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(organic),organic,google
1/26/2017,"Geneva, Switzerland",1/26/2017,"Web, Create Account",Application Started,1/26/2017,Started,1/26/2017,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2017",(organic),organic,bing
2/2/2017,"Geneva, Switzerland",2/2/2017,Online Application,Application Started,2/2/2017,Started,2/2/2017,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(referral),referral,dogpile.com
6/5/2016,"Geneva, Switzerland",6/5/2016,"Web, Inquiry",Inquiry,6/5/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2017",,,
6/7/2016,"Geneva, Switzerland",6/7/2016,"Web, Inquiry",Inquiry,6/7/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",(direct),(none),(direct)
6/13/2016,"Geneva, Switzerland",6/13/2016,"Web, Inquiry",Inquiry,6/13/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2017",,,
6/18/2016,"Geneva, Switzerland",6/18/2016,"Web, Inquiry",Inquiry,6/18/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Summer, 2017",(referral),referral,webster.ch
6/29/2016,"Geneva, Switzerland",6/29/2016,"Web, Inquiry",Inquiry,6/29/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2016",(referral),referral,webster.edu
6/29/2016,"Geneva, Switzerland",6/29/2016,"Web, Inquiry",Inquiry,6/29/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2016",(referral),referral,webster.ch
7/27/2016,"Geneva, Switzerland",7/27/2016,"Web, Inquiry",Inquiry,7/27/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Summer, 2017",,,
8/16/2016,"Geneva, Switzerland",8/16/2016,"Web, Inquiry",Inquiry,8/16/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
9/20/2016,"Geneva, Switzerland",9/20/2016,"Web, Inquiry",Inquiry,9/20/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",(referral),referral,webster.ch
10/10/2016,"Geneva, Switzerland",10/10/2016,"Web, Inquiry",Inquiry,10/10/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
11/7/2016,"Geneva, Switzerland",11/7/2016,"Web, Inquiry",Inquiry,11/7/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
12/12/2016,"Geneva, Switzerland",12/12/2016,"Web, Inquiry",Inquiry,12/12/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring II, 2017",,,
1/6/2017,"Geneva, Switzerland",1/6/2017,"Web, Inquiry",Inquiry,1/6/2017,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(organic),organic,google
1/9/2017,"Geneva, Switzerland",1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",,,
1/17/2017,"Geneva, Switzerland",1/17/2017,"Web, Inquiry",Inquiry,1/17/2017,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(organic),organic,google
1/27/2017,"Geneva, Switzerland",1/27/2017,"Web, Inquiry",Inquiry,1/27/2017,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",(organic),organic,google
2/1/2017,"Geneva, Switzerland",2/1/2017,"Web, Create Account",Inquiry,2/1/2017,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2019",(referral),referral,webster.ch
6/9/2016,"Geneva, Switzerland",,,Prospect,6/9/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",,,
9/15/2016,"Geneva, Switzerland",,,Prospect,9/15/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",,,
6/20/2016,"Geneva, Switzerland",,,Prospect,6/20/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",,,
6/20/2016,"Geneva, Switzerland",,,Prospect,6/20/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall II, 2016",,,
6/30/2016,"Geneva, Switzerland",,,Prospect,6/30/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
11/18/2016,St. Louis Home Campus,,,Prospect,11/18/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2017",,,
6/27/2016,"Geneva, Switzerland",,,Prospect,6/27/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
6/27/2016,"Geneva, Switzerland",,,Prospect,6/27/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
8/25/2016,"Geneva, Switzerland",,,Prospect,8/25/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Spring I, 2017",,,
8/29/2016,"Geneva, Switzerland",,,Prospect,8/29/2016,,,,,,,,Graduate,International Nongovernmental Organizations,"Fall I, 2018",,,
6/2/2016,"Vienna, Austria",6/2/2016,Online Application,Enrolled,6/2/2016,Exported to ERP,6/2/2016,7/25/2016,6/2/2016,,7/25/2016,8/19/2016,Graduate,International Relations,"Fall I, 2016",(referral),referral,webster.ac.at
6/2/2016,St. Louis Home Campus,6/2/2016,Online Application,Enrolled,6/2/2016,Exported to ERP,6/2/2016,6/7/2016,6/3/2016,,6/7/2016,6/10/2016,Graduate,International Relations,"Fall I, 2016",(referral),referral,webster.edu
6/3/2016,Fort Belvoir,6/3/2016,Online Application,Application Started,6/3/2016,Started,6/3/2016,,,,,,Graduate,International Relations,"Fall II, 2016",(referral),referral,webster.edu
6/5/2016,"Leiden, the Netherlands",6/5/2016,Online Application,Admit,6/5/2016,Exported to ERP,6/5/2016,6/6/2016,6/5/2016,,6/6/2016,,Graduate,International Relations,"Fall II, 2017",(referral),referral,webster.nl
6/7/2016,"Leiden, the Netherlands",6/7/2016,Online Application,Application Started,6/7/2016,Started,6/7/2016,,,,,,Graduate,International Relations,"Fall I, 2016",(direct),(none),(direct)
6/8/2016,Online,6/8/2016,Online Application,Enrolled,6/8/2016,Exported to ERP,6/8/2016,6/8/2016,6/8/2016,,6/8/2016,6/20/2016,Graduate,International Relations,"Fall I, 2016",(referral),referral,onlineschoolscenter.com
6/9/2016,"Leiden, the Netherlands",6/9/2016,Online Application,Application Started,6/9/2016,Started,6/9/2016,,,,,,Graduate,International Relations,"Summer, 2016",(referral),referral,webster.nl
6/9/2016,"Geneva, Switzerland",6/9/2016,Online Application,Application Started,6/9/2016,Started,6/9/2016,,,,,,Graduate,International Relations,"Spring I, 2017",(referral),referral,webster.edu
6/10/2016,"Leiden, the Netherlands",6/10/2016,Online Application,Application Started,6/10/2016,Started,6/10/2016,,,,,,Graduate,International Relations,"Spring I, 2017",(referral),referral,webster.nl
